TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,TransactionType,Location,Channel,CustomerOccupation,Cluster_Final
65.32,28.0,53.99999999999999,1.0,9165.02,Debit,Mesa,ATM,Student,2.0
730.1,77.0,93.0,1.0,6384.05,Credit,Chicago,Branch,Retired,0.0
85.31,62.0,26.999999999999996,1.0,6095.65,Debit,Kansas City,ATM,Retired,0.0
726.61,18.0,277.0,1.0,1008.76,Debit,Phoenix,ATM,Student,2.0
130.4,45.0,63.0,1.0,4381.24,Debit,Raleigh,Branch,Engineer,1.0
68.1,20.0,47.0,1.0,1382.8,Debit,Milwaukee,ATM,Student,2.0
65.26,26.0,72.0,1.0,7380.63,Debit,Sacramento,Branch,Student,2.0
191.62,63.0,51.00000000000001,1.0,1981.6700000000003,Debit,Jacksonville,Branch,Doctor,3.0
212.88,39.0,122.0,1.0,7036.72,Debit,Fresno,Online,Doctor,3.0
88.38,30.0,138.0,1.0,3707.82,Debit,Virginia Beach,ATM,Engineer,1.0
48.77,42.0,51.00000000000001,1.0,2040.1600000000003,Credit,Austin,Online,Engineer,1.0
289.1,27.0,206.0,1.0,267.53,Debit,Baltimore,ATM,Student,2.0
390.09,26.0,49.0,1.0,2617.23,Debit,El Paso,Online,Engineer,1.0
48.29,37.0,242.0,1.0,8883.4,Debit,San Diego,Online,Engineer,1.0
333.83,63.0,135.0,1.0,1660.66,Debit,Fresno,ATM,Retired,0.0
100.27,79.0,51.00000000000001,1.0,4309.9,Debit,Miami,Online,Retired,0.0
44.54,31.0,164.0,1.0,362.4,Debit,San Antonio,ATM,Engineer,1.0
82.17,28.0,21.000000000000004,1.0,1913.06,Debit,Fort Worth,Branch,Student,2.0
447.42,32.0,65.0,1.0,6133.22,Debit,Charlotte,Online,Engineer,1.0
590.26,25.0,48.0,1.0,1068.28,Credit,Austin,Branch,Student,2.0
192.73,71.0,157.0,1.0,2037.7499999999998,Debit,Milwaukee,Branch,Retired,0.0
146.01,26.0,269.0,1.0,221.79,Debit,San Francisco,Online,Student,2.0
11.57,56.0,64.0,1.0,2061.61,Credit,New York,Branch,Retired,0.0
102.34,51.0,78.0,1.0,9326.28,Debit,San Antonio,Online,Doctor,3.0
7.820000000000001,36.0,273.0,1.0,2240.49,Debit,Boston,ATM,Engineer,1.0
79.43,74.0,72.0,1.0,6579.37,Debit,Dallas,ATM,Retired,0.0
386.97,58.0,137.0,1.0,1876.35,Debit,Raleigh,Branch,Retired,0.0
51.22,23.0,82.0,1.0,1664.59,Debit,Fresno,Branch,Student,2.0
256.05,54.0,35.0,1.0,6910.18,Debit,Nashville,ATM,Retired,0.0
7.79,34.0,298.0,1.0,1319.85,Debit,Los Angeles,Branch,Doctor,3.0
233.71,63.0,11.0,1.0,6095.5,Debit,Louisville,Branch,Doctor,3.0
176.37,55.0,126.0,1.0,2420.86,Debit,Boston,Branch,Retired,0.0
122.62999999999998,21.0,153.0,1.0,359.06,Debit,Milwaukee,Branch,Student,2.0
86.41,75.0,125.0,1.0,3128.71,Debit,Fresno,ATM,Retired,0.0
21.57,54.0,71.0,1.0,7587.48,Debit,San Francisco,ATM,Retired,0.0
82.67,26.0,45.99999999999999,1.0,290.59,Debit,Milwaukee,Branch,Student,2.0
451.35,47.0,223.0,1.0,7707.959999999999,Credit,Baltimore,Branch,Engineer,1.0
299.42,63.0,53.00000000000001,1.0,4735.41,Credit,San Jose,Branch,Retired,0.0
543.47,18.0,122.0,1.0,6165.03,Debit,Los Angeles,ATM,Student,2.0
346.76,21.0,116.00000000000001,1.0,1637.75,Credit,San Jose,Branch,Student,2.0
47.48,24.0,66.0,1.0,585.5199999999999,Debit,El Paso,Branch,Student,2.0
64.92,58.0,236.0,1.0,5481.76,Debit,Atlanta,Branch,Engineer,1.0
350.72,28.0,48.0,1.0,1982.8999999999999,Credit,Fresno,ATM,Student,2.0
3.8000000000000003,65.0,174.0,1.0,5766.96,Debit,Charlotte,Online,Doctor,3.0
22.54,26.0,42.00000000000001,1.0,7139.11,Debit,El Paso,Online,Engineer,1.0
767.14,62.0,37.99999999999999,1.0,4732.57,Credit,Mesa,Branch,Retired,0.0
167.47,35.0,103.0,1.0,2293.13,Debit,Sacramento,ATM,Engineer,1.0
43.65,30.0,212.0,1.0,2870.67,Credit,Charlotte,Branch,Engineer,1.0
391.08,56.0,105.0,1.0,6885.16,Debit,Fresno,Online,Retired,0.0
390.77,44.0,34.0,1.0,5500.56,Debit,Portland,Online,Doctor,3.0
508.15999999999997,39.0,131.0,1.0,5609.44,Debit,Mesa,ATM,Engineer,1.0
36.76,65.0,107.99999999999999,1.0,1228.93,Credit,Philadelphia,Online,Retired,0.0
332.33,27.0,101.0,1.0,192.63,Debit,Kansas City,ATM,Student,2.0
362.09,32.0,30.999999999999996,1.0,6590.28,Debit,New York,Branch,Engineer,1.0
42.58,30.0,80.0,1.0,13485.0,Debit,San Jose,Online,Doctor,3.0
122.35,53.0,188.0,1.0,6472.5,Credit,Atlanta,Branch,Retired,0.0
248.65999999999997,28.0,113.0,1.0,2571.39,Debit,Chicago,Online,Engineer,1.0
461.25,54.0,171.0,1.0,676.0999999999999,Credit,Sacramento,Online,Doctor,3.0
61.77000000000001,56.0,49.0,1.0,12352.2,Debit,Charlotte,Branch,Doctor,3.0
268.92,29.0,148.0,1.0,8765.38,Debit,Chicago,Branch,Engineer,1.0
219.02,54.0,68.00000000000001,1.0,7375.73,Credit,San Diego,Online,Engineer,1.0
125.14,20.0,30.999999999999996,1.0,1845.18,Debit,Baltimore,Branch,Student,2.0
47.6,53.0,115.0,1.0,1382.51,Debit,Austin,Online,Engineer,1.0
592.82,74.0,247.99999999999997,1.0,7508.98,Debit,Memphis,Online,Retired,0.0
372.5,22.0,211.0,1.0,3901.82,Debit,Nashville,ATM,Student,2.0
4.72,32.0,20.0,1.0,4792.01,Debit,Fort Worth,Branch,Engineer,1.0
144.93,42.0,74.0,1.0,6887.52,Debit,Fresno,Branch,Engineer,1.0
316.56,28.0,261.0,1.0,8643.51,Debit,Denver,Online,Engineer,1.0
9.18,22.0,140.0,1.0,887.3199999999999,Debit,San Francisco,Online,Student,2.0
421.25,25.0,66.0,1.0,7174.69,Debit,Fort Worth,Online,Student,2.0
185.71,48.0,194.0,1.0,2679.91,Debit,Virginia Beach,Branch,Engineer,1.0
26.27,45.0,177.0,1.0,8853.93,Credit,Portland,Online,Engineer,1.0
297.03,61.0,151.0,1.0,1088.62,Debit,Austin,Online,Retired,0.0
99.52,52.0,127.0,1.0,3798.0900000000006,Debit,San Diego,ATM,Engineer,1.0
881.1,28.0,16.0,1.0,9951.68,Debit,Phoenix,Branch,Student,2.0
139.69,52.0,180.0,1.0,9567.94,Debit,Indianapolis,Online,Engineer,1.0
42.72,37.0,143.0,1.0,2669.66,Debit,Nashville,ATM,Engineer,1.0
112.72,31.0,17.0,1.0,9630.0,Debit,Washington,Branch,Doctor,3.0
568.88,19.0,105.0,1.0,1307.86,Debit,Nashville,Branch,Student,2.0
189.03,28.0,50.00000000000001,1.0,1916.46,Debit,Oklahoma City,ATM,Student,2.0
199.8,20.0,163.0,1.0,167.28,Debit,Detroit,ATM,Student,2.0
189.08,68.0,238.0,1.0,10790.8,Debit,Miami,Branch,Doctor,3.0
409.59,35.0,50.00000000000001,1.0,14563.02,Debit,Albuquerque,Online,Doctor,3.0
349.34,28.0,245.0,1.0,614.1399999999999,Credit,Indianapolis,ATM,Student,2.0
283.15,24.0,180.0,1.0,603.79,Debit,Baltimore,Online,Student,2.0
151.82,51.0,105.0,1.0,2197.12,Debit,Chicago,ATM,Retired,0.0
438.59,37.0,103.0,1.0,8994.39,Debit,San Jose,Online,Engineer,1.0
590.57,79.0,93.0,1.0,3224.6,Debit,Milwaukee,ATM,Retired,0.0
63.74,63.0,30.999999999999996,1.0,4336.4,Debit,Chicago,Online,Retired,0.0
77.02,59.0,132.0,1.0,800.8299999999999,Credit,Miami,Online,Doctor,3.0
501.15,47.0,208.0,1.0,8821.84,Debit,Phoenix,Branch,Engineer,1.0
8.95,76.0,102.0,1.0,3299.84,Debit,Oklahoma City,Online,Retired,0.0
173.6,21.0,160.0,1.0,421.44,Debit,Austin,Online,Student,2.0
149.4,53.0,123.0,1.0,1035.22,Debit,Chicago,ATM,Retired,0.0
388.21,53.0,237.0,1.0,9724.49,Credit,Columbus,Branch,Doctor,3.0
126.04,65.0,167.0,1.0,6041.69,Credit,Charlotte,Branch,Retired,0.0
52.04,50.0,30.999999999999996,1.0,8436.12,Credit,Colorado Springs,Branch,Doctor,3.0
389.7,62.0,215.99999999999997,1.0,7125.15,Credit,Austin,Branch,Doctor,3.0
161.1,19.0,104.0,1.0,239.11999999999998,Credit,Miami,ATM,Student,2.0
309.77,67.0,137.0,1.0,4378.14,Credit,San Antonio,Online,Retired,0.0
838.57,41.0,273.0,1.0,14576.47,Debit,Phoenix,ATM,Doctor,3.0
724.18,41.0,134.0,1.0,10922.78,Debit,Fort Worth,Branch,Doctor,3.0
124.98,24.0,78.0,1.0,641.9999999999999,Debit,Washington,ATM,Student,2.0
487.32,52.0,164.0,1.0,7707.959999999999,Debit,Kansas City,Branch,Doctor,3.0
635.91,46.0,78.0,1.0,13267.09,Credit,Jacksonville,Branch,Doctor,3.0
205.65,62.0,144.0,1.0,3582.16,Debit,Houston,Branch,Retired,0.0
39.41,25.0,132.0,1.0,921.91,Debit,Louisville,Branch,Student,2.0
254.00000000000003,35.0,63.0,1.0,5788.53,Debit,Nashville,Branch,Doctor,3.0
436.8,36.0,213.0,1.0,4515.43,Debit,Houston,Branch,Engineer,1.0
224.73,76.0,63.0,1.0,7551.890000000001,Debit,Miami,Branch,Retired,0.0
752.69,65.0,115.0,1.0,14489.69,Credit,Dallas,ATM,Doctor,3.0
78.5,31.0,41.0,1.0,13991.5,Credit,San Jose,Branch,Doctor,3.0
50.0,53.0,87.0,1.0,185.87,Credit,Jacksonville,ATM,Doctor,3.0
132.42,18.0,164.0,1.0,726.3899999999999,Debit,Denver,ATM,Student,2.0
11.67,76.0,105.0,1.0,7458.629999999999,Debit,Fort Worth,Branch,Retired,0.0
83.16,61.0,177.0,1.0,3065.87,Debit,Los Angeles,ATM,Retired,0.0
149.02,46.0,176.0,1.0,9379.72,Credit,Fort Worth,Branch,Engineer,1.0
74.27,59.0,148.0,1.0,13696.61,Credit,Memphis,Online,Doctor,3.0
876.57,62.0,118.0,1.0,3743.6300000000006,Credit,Portland,ATM,Retired,0.0
615.58,42.0,133.0,1.0,14343.0,Debit,Jacksonville,ATM,Doctor,3.0
643.03,36.0,52.00000000000001,1.0,2882.16,Credit,Jacksonville,Online,Engineer,1.0
7.950000000000001,79.0,65.0,1.0,5631.2,Debit,Phoenix,ATM,Retired,0.0
270.92,77.0,143.0,1.0,4574.43,Credit,Louisville,Branch,Retired,0.0
499.47999999999996,24.0,133.0,1.0,1242.62,Debit,Charlotte,ATM,Student,2.0
841.5,25.0,287.0,1.0,352.31,Credit,Atlanta,Branch,Student,2.0
138.82,77.0,53.00000000000001,1.0,3100.22,Debit,Fort Worth,Online,Retired,0.0
231.46,60.0,83.0,1.0,4707.24,Credit,Miami,Branch,Engineer,1.0
292.08,72.0,32.0,1.0,7950.48,Debit,Columbus,ATM,Retired,0.0
63.98,54.0,258.0,1.0,7954.12,Debit,Baltimore,Online,Doctor,3.0
235.21,67.0,74.0,1.0,5946.61,Debit,Boston,Branch,Doctor,3.0
201.73,57.0,78.0,1.0,6650.71,Debit,Baltimore,Online,Engineer,1.0
161.31,28.0,13.0,1.0,1268.67,Debit,Nashville,ATM,Student,2.0
18.41,53.0,168.00000000000003,1.0,8287.54,Debit,Atlanta,Branch,Doctor,3.0
471.75,34.0,41.0,1.0,12948.5,Credit,San Jose,Branch,Doctor,3.0
290.02,55.0,246.0,1.0,4746.71,Debit,Milwaukee,Branch,Engineer,1.0
48.05,27.0,37.99999999999999,1.0,5334.97,Debit,New York,Branch,Engineer,1.0
359.42,55.0,30.0,1.0,1765.45,Debit,Baltimore,Branch,Doctor,3.0
32.91,19.0,255.0,1.0,427.3,Debit,Fort Worth,Online,Student,2.0
3.8000000000000003,67.0,140.0,1.0,6285.39,Debit,Denver,Branch,Retired,0.0
31.81,51.0,149.0,1.0,1406.6,Debit,Fort Worth,Online,Retired,0.0
220.2,28.0,102.0,1.0,1075.15,Debit,Boston,Online,Student,2.0
476.03,77.0,99.0,1.0,5958.34,Credit,Houston,Branch,Retired,0.0
141.91,23.0,49.0,1.0,791.9699999999999,Debit,Miami,Branch,Student,2.0
95.83,27.0,91.0,1.0,1726.4,Debit,Washington,Online,Student,2.0
51.15,46.0,199.0,1.0,8992.25,Credit,Los Angeles,Branch,Engineer,1.0
50.75,62.0,185.0,1.0,8271.47,Debit,Boston,ATM,Doctor,3.0
185.07,22.0,159.0,1.0,636.42,Debit,Colorado Springs,Branch,Student,2.0
293.54,40.0,45.0,1.0,2290.1,Debit,Sacramento,Online,Engineer,1.0
23.38,32.0,89.0,1.0,9968.49,Debit,Memphis,Branch,Engineer,1.0
285.26,28.0,93.0,1.0,167.72,Debit,Atlanta,ATM,Student,2.0
129.48,31.0,179.0,1.0,7581.7,Debit,Seattle,ATM,Engineer,1.0
743.03,50.0,174.0,1.0,4111.38,Debit,New York,ATM,Engineer,1.0
297.86,28.0,96.0,1.0,1680.14,Credit,Milwaukee,ATM,Student,2.0
231.92,66.0,12.0,1.0,5715.08,Debit,Indianapolis,ATM,Doctor,3.0
295.82,47.0,45.99999999999999,1.0,5897.73,Credit,Chicago,Branch,Engineer,1.0
302.86,55.0,275.0,1.0,5239.24,Debit,Los Angeles,Online,Doctor,3.0
81.08,58.0,56.0,1.0,7788.910000000001,Debit,Omaha,ATM,Engineer,1.0
775.6,79.0,158.0,1.0,3898.6400000000003,Credit,Mesa,Branch,Retired,0.0
178.43,26.0,136.0,1.0,1214.93,Debit,Baltimore,Branch,Student,2.0
211.91,20.0,181.0,1.0,927.4699999999999,Debit,Indianapolis,Online,Student,2.0
17.21,23.0,219.0,1.0,914.16,Debit,Omaha,Online,Student,2.0
124.22,23.0,172.0,1.0,9695.04,Debit,Charlotte,ATM,Student,2.0
38.37,63.0,135.0,1.0,8647.04,Debit,San Antonio,ATM,Doctor,3.0
269.79,52.0,17.0,1.0,1292.1,Debit,San Jose,ATM,Engineer,1.0
605.42,21.0,33.0,1.0,392.34,Debit,Mesa,ATM,Student,2.0
11.19,60.0,40.0,1.0,9877.17,Debit,Austin,ATM,Engineer,1.0
29.19,58.0,41.0,1.0,12059.85,Credit,Nashville,Branch,Doctor,3.0
701.7,61.0,64.0,1.0,6643.24,Credit,Seattle,Online,Retired,0.0
862.34,57.0,72.0,1.0,9903.48,Debit,Kansas City,Branch,Doctor,3.0
410.97,22.0,45.0,1.0,151.42,Debit,Los Angeles,ATM,Student,2.0
36.97,41.0,79.0,1.0,2850.92,Debit,Virginia Beach,Branch,Engineer,1.0
137.59,30.0,95.0,1.0,10679.67,Debit,Nashville,ATM,Doctor,3.0
168.11,51.0,12.0,1.0,10652.13,Credit,New York,Online,Doctor,3.0
430.98,24.0,93.0,1.0,569.25,Debit,Baltimore,Branch,Student,2.0
13.87,24.0,20.0,1.0,954.83,Debit,Phoenix,Branch,Student,2.0
642.68,76.0,66.0,1.0,1831.2,Debit,Jacksonville,ATM,Retired,0.0
302.82,36.0,175.0,1.0,9384.54,Debit,Jacksonville,ATM,Engineer,1.0
406.81,66.0,84.00000000000001,1.0,1968.3600000000001,Debit,New York,Online,Retired,0.0
256.3,53.0,172.0,1.0,4203.05,Debit,New York,Online,Retired,0.0
80.96,19.0,97.0,1.0,959.9399999999999,Credit,Jacksonville,Online,Student,2.0
95.78,22.0,26.999999999999996,1.0,271.64,Debit,Atlanta,Online,Student,2.0
379.54,41.0,118.0,1.0,12571.76,Credit,Indianapolis,Branch,Doctor,3.0
903.19,22.0,65.0,1.0,8627.08,Debit,El Paso,Online,Student,2.0
847.45,28.0,175.0,1.0,422.32,Debit,Jacksonville,Branch,Student,2.0
295.18,66.0,30.999999999999996,1.0,12961.53,Credit,Dallas,Branch,Doctor,3.0
18.46,68.0,213.0,1.0,6381.6,Debit,Charlotte,Branch,Retired,0.0
603.23,28.0,48.0,1.0,117.98000000000002,Debit,Detroit,Branch,Student,2.0
54.5,57.0,147.0,1.0,1715.22,Credit,Philadelphia,Branch,Retired,0.0
414.77,29.0,274.0,1.0,5599.81,Debit,San Francisco,Online,Doctor,3.0
886.19,61.0,69.00000000000001,1.0,7904.240000000001,Debit,Colorado Springs,Branch,Retired,0.0
440.03,49.0,88.0,1.0,1490.44,Debit,San Jose,Online,Engineer,1.0
35.46,56.0,285.0,1.0,1532.72,Debit,Nashville,ATM,Retired,0.0
76.39,18.0,219.0,1.0,5976.0,Debit,Denver,Branch,Student,2.0
595.91,19.0,162.0,1.0,1673.76,Credit,San Antonio,ATM,Student,2.0
6.03,76.0,70.0,1.0,3290.72,Debit,Chicago,Branch,Retired,0.0
249.34,26.0,197.0,1.0,3030.97,Debit,Charlotte,ATM,Engineer,1.0
421.52,20.0,67.0,1.0,369.86,Debit,San Jose,Branch,Student,2.0
189.77,58.0,24.0,1.0,6570.36,Debit,Raleigh,Branch,Engineer,1.0
73.19,76.0,213.0,1.0,2264.98,Debit,Atlanta,Branch,Retired,0.0
188.13,75.0,198.0,1.0,5029.87,Credit,Jacksonville,Online,Retired,0.0
30.52,62.0,122.0,1.0,12327.74,Debit,Jacksonville,Branch,Doctor,3.0
170.24,62.0,133.0,1.0,5172.99,Debit,San Francisco,Branch,Retired,0.0
56.62,54.0,121.0,1.0,8981.1,Debit,Austin,Branch,Doctor,3.0
53.14,34.0,70.0,1.0,7914.999999999999,Debit,Las Vegas,ATM,Doctor,3.0
587.23,27.0,144.0,1.0,500.84,Debit,Omaha,Online,Student,2.0
146.15,43.0,75.0,1.0,13784.4,Debit,Phoenix,Branch,Doctor,3.0
21.27,62.0,114.0,1.0,7392.79,Credit,Indianapolis,Online,Retired,0.0
76.02,34.0,189.0,1.0,14765.41,Credit,Albuquerque,Online,Doctor,3.0
155.51,68.0,15.0,1.0,5360.19,Debit,Raleigh,ATM,Doctor,3.0
135.15,72.0,50.00000000000001,1.0,5878.14,Debit,Colorado Springs,Online,Retired,0.0
39.48,56.0,37.99999999999999,1.0,5889.51,Debit,Omaha,ATM,Retired,0.0
451.68,33.0,15.0,1.0,4381.54,Debit,Houston,Online,Engineer,1.0
19.11,49.0,160.0,1.0,8478.46,Credit,Colorado Springs,Online,Engineer,1.0
355.0,26.0,33.0,1.0,185.47,Credit,Fort Worth,Online,Student,2.0
427.69,43.0,236.0,1.0,2443.54,Debit,Raleigh,ATM,Engineer,1.0
254.86,23.0,102.0,1.0,699.8999999999999,Debit,Boston,Branch,Student,2.0
19.48,27.0,114.0,1.0,4739.59,Debit,Dallas,ATM,Engineer,1.0
190.17,49.0,265.0,1.0,12893.85,Debit,Baltimore,ATM,Doctor,3.0
91.38,65.0,179.0,1.0,2402.58,Debit,Jacksonville,ATM,Retired,0.0
206.63,59.0,128.0,1.0,7626.53,Credit,Oklahoma City,Online,Retired,0.0
93.22,52.0,52.00000000000001,1.0,1014.6300000000001,Debit,Charlotte,Online,Retired,0.0
547.98,28.0,171.0,1.0,1358.54,Debit,Oklahoma City,ATM,Student,2.0
641.06,23.0,25.000000000000004,1.0,1602.13,Debit,Colorado Springs,ATM,Student,2.0
836.45,61.0,63.0,1.0,1731.89,Debit,Virginia Beach,Online,Retired,0.0
189.45,53.0,61.99999999999999,1.0,12578.75,Credit,Boston,Branch,Doctor,3.0
91.84,67.0,80.0,1.0,1712.41,Credit,Mesa,Branch,Retired,0.0
609.52,78.0,169.0,1.0,3485.03,Debit,Washington,ATM,Retired,0.0
859.3,78.0,68.00000000000001,1.0,1146.78,Credit,Colorado Springs,Branch,Retired,0.0
100.01,50.0,63.0,1.0,6393.12,Debit,Philadelphia,ATM,Doctor,3.0
28.78,40.0,51.00000000000001,1.0,680.5499999999998,Credit,Tucson,Online,Doctor,3.0
111.08,70.0,83.0,1.0,7037.34,Debit,Chicago,Online,Doctor,3.0
52.23,28.0,96.0,1.0,105.01,Credit,San Francisco,Branch,Student,2.0
78.62,32.0,52.00000000000001,1.0,1360.85,Debit,Oklahoma City,Branch,Doctor,3.0
47.79,25.0,37.0,1.0,1649.92,Debit,Denver,Branch,Student,2.0
333.97,52.0,45.0,1.0,5237.36,Debit,Fresno,Branch,Doctor,3.0
30.87,33.0,295.0,1.0,14348.65,Debit,Fresno,ATM,Doctor,3.0
710.43,67.0,115.0,1.0,5625.55,Debit,San Diego,Online,Retired,0.0
220.23,41.0,48.0,1.0,3438.02,Debit,Milwaukee,ATM,Engineer,1.0
27.28,29.0,96.0,1.0,10668.24,Debit,Atlanta,ATM,Doctor,3.0
101.52,49.0,98.0,1.0,2018.9000000000003,Debit,Tucson,ATM,Engineer,1.0
162.65,59.0,147.0,1.0,9500.95,Debit,New York,ATM,Engineer,1.0
10.52,55.0,30.0,1.0,2472.99,Debit,Kansas City,ATM,Retired,0.0
270.72,38.0,37.0,1.0,6522.47,Debit,Los Angeles,Branch,Doctor,3.0
202.34,20.0,134.0,1.0,1223.45,Debit,New York,Online,Student,2.0
247.58,39.0,151.99999999999997,1.0,778.74,Debit,San Antonio,ATM,Engineer,1.0
686.17,61.0,96.0,1.0,2246.15,Debit,Denver,ATM,Retired,0.0
359.65,25.0,289.0,1.0,219.53,Credit,Jacksonville,Online,Student,2.0
109.91,38.0,90.0,1.0,12896.06,Debit,Seattle,Branch,Doctor,3.0
215.72,30.0,137.0,1.0,8697.11,Credit,Columbus,Branch,Engineer,1.0
490.76,66.0,156.0,1.0,6414.11,Debit,Columbus,Online,Retired,0.0
224.28,64.0,68.00000000000001,1.0,5767.51,Debit,Chicago,Online,Retired,0.0
614.03,68.0,51.00000000000001,1.0,2815.86,Debit,Dallas,ATM,Retired,0.0
608.79,55.0,157.0,1.0,2991.17,Debit,Fort Worth,Online,Engineer,1.0
186.55,48.0,288.0,1.0,224.65,Debit,Philadelphia,Branch,Engineer,1.0
840.16,20.0,68.00000000000001,1.0,1236.76,Credit,Colorado Springs,Branch,Student,2.0
203.34,60.0,66.0,1.0,13586.99,Debit,Phoenix,ATM,Doctor,3.0
90.88,26.0,284.0,1.0,7117.35,Debit,Colorado Springs,ATM,Engineer,1.0
60.11,61.0,122.0,1.0,7235.87,Credit,Albuquerque,Branch,Retired,0.0
393.92,72.0,47.0,1.0,7318.64,Debit,Memphis,Branch,Retired,0.0
19.39,43.0,45.0,1.0,9847.6,Debit,Colorado Springs,ATM,Doctor,3.0
557.41,80.0,49.0,1.0,2968.75,Credit,Washington,Online,Retired,0.0
57.07,31.0,99.0,1.0,9323.71,Credit,Boston,Online,Doctor,3.0
395.27,18.0,167.0,1.0,1764.08,Credit,Miami,Online,Student,2.0
289.05,75.0,116.00000000000001,1.0,5683.49,Debit,New York,ATM,Retired,0.0
46.11,33.0,233.0,1.0,5225.73,Debit,San Francisco,Online,Doctor,3.0
335.5,63.0,47.0,1.0,6445.4,Debit,Sacramento,ATM,Retired,0.0
388.07,24.0,68.00000000000001,1.0,289.71,Debit,Seattle,Online,Student,2.0
520.86,51.0,66.0,1.0,9200.74,Credit,Sacramento,Online,Engineer,1.0
787.41,25.0,39.0,1.0,300.87,Debit,Memphis,Online,Student,2.0
31.699999999999996,48.0,121.0,1.0,743.8999999999999,Credit,Raleigh,ATM,Doctor,3.0
22.3,21.0,90.0,1.0,1200.35,Debit,Philadelphia,ATM,Student,2.0
203.12,56.0,181.0,1.0,1562.39,Debit,San Jose,ATM,Retired,0.0
315.94,49.0,172.0,1.0,7719.709999999999,Credit,Raleigh,Branch,Doctor,3.0
0.26,20.0,173.0,1.0,1833.67,Debit,Oklahoma City,Online,Student,2.0
210.77,71.0,161.0,1.0,5396.65,Debit,Mesa,ATM,Retired,0.0
406.65,57.0,107.0,1.0,12995.7,Debit,Mesa,ATM,Doctor,3.0
422.9,40.0,111.0,1.0,7616.43,Debit,Tucson,ATM,Engineer,1.0
20.62,35.0,225.0,1.0,12500.8,Credit,Philadelphia,ATM,Doctor,3.0
174.39,19.0,36.0,1.0,1127.08,Debit,San Francisco,ATM,Student,2.0
7.859999999999999,76.0,91.0,1.0,3621.98,Credit,Sacramento,Branch,Retired,0.0
61.98,49.0,44.0,1.0,5212.28,Debit,Denver,Online,Engineer,1.0
54.85,58.0,40.0,1.0,2727.45,Credit,San Francisco,Branch,Retired,0.0
16.55,26.0,159.0,1.0,6089.79,Debit,Tucson,Branch,Engineer,1.0
91.32,58.0,77.0,1.0,2618.1,Debit,Milwaukee,Branch,Engineer,1.0
195.49,31.0,212.0,1.0,11988.12,Debit,Memphis,ATM,Doctor,3.0
49.62,55.0,111.0,1.0,3841.4199999999996,Debit,Portland,ATM,Engineer,1.0
487.16,28.0,84.00000000000001,1.0,321.21,Credit,Los Angeles,Branch,Student,2.0
405.6,37.0,44.0,1.0,9754.73,Debit,Tucson,Online,Engineer,1.0
512.95,57.0,143.0,1.0,9584.52,Debit,Columbus,Branch,Engineer,1.0
345.94,31.0,163.0,1.0,7624.56,Debit,Portland,ATM,Doctor,3.0
356.56,47.0,52.00000000000001,1.0,2485.73,Debit,New York,Online,Engineer,1.0
10.31,36.0,280.0,1.0,2137.9,Debit,Louisville,Online,Engineer,1.0
211.69,30.0,111.0,1.0,6412.85,Debit,Atlanta,Branch,Doctor,3.0
221.49,23.0,196.0,1.0,707.25,Credit,Oklahoma City,Branch,Student,2.0
278.23,48.0,83.0,1.0,8300.54,Debit,Fresno,Online,Engineer,1.0
116.88,45.0,263.0,1.0,7717.339999999999,Debit,Memphis,ATM,Doctor,3.0
328.77,39.0,247.0,1.0,6967.03,Credit,San Diego,Online,Doctor,3.0
77.53,54.0,55.0,1.0,5158.6,Debit,Louisville,Branch,Retired,0.0
421.74,67.0,103.0,1.0,12031.14,Debit,San Jose,Online,Doctor,3.0
313.69,73.0,151.99999999999997,1.0,7093.68,Debit,Oklahoma City,Branch,Retired,0.0
411.72,29.0,153.0,1.0,8539.86,Debit,Washington,Branch,Doctor,3.0
508.73,59.0,89.0,1.0,7640.57,Debit,Chicago,Branch,Retired,0.0
153.08,24.0,201.0,1.0,1292.21,Debit,Omaha,ATM,Student,2.0
23.01,63.0,166.0,1.0,5958.75,Debit,Las Vegas,Branch,Retired,0.0
69.28,25.0,129.0,1.0,708.7399999999999,Debit,Los Angeles,Online,Student,2.0
51.25,28.0,66.0,1.0,1744.4,Credit,Austin,Branch,Student,2.0
407.65,25.0,263.0,1.0,273.78,Debit,Denver,ATM,Student,2.0
459.25,25.0,59.00000000000001,1.0,130.76,Debit,Tucson,Branch,Student,2.0
301.56,49.0,118.0,1.0,10389.6,Debit,Seattle,Branch,Doctor,3.0
17.67,63.0,91.0,1.0,1048.18,Debit,San Diego,Online,Doctor,3.0
5.29,32.0,132.0,1.0,12896.68,Credit,San Francisco,Online,Doctor,3.0
401.37,43.0,251.0,1.0,8208.54,Debit,Los Angeles,Branch,Engineer,1.0
145.4,38.0,24.0,1.0,5244.49,Debit,Tucson,Online,Engineer,1.0
556.34,37.0,45.99999999999999,1.0,11935.14,Debit,Seattle,Online,Doctor,3.0
34.31,24.0,251.0,1.0,1484.76,Debit,Philadelphia,ATM,Student,2.0
780.59,23.0,145.0,1.0,6513.34,Credit,Tucson,Online,Student,2.0
282.65,35.0,161.0,1.0,13801.15,Debit,Fort Worth,ATM,Doctor,3.0
305.27,68.0,147.0,1.0,12958.65,Debit,Las Vegas,Online,Doctor,3.0
185.81,32.0,116.00000000000001,1.0,9588.71,Debit,Austin,Online,Doctor,3.0
